,Year,Year Code,State,State Code,Age of Mother 10,Age of Mother 10 Code,Births,Female Population,Fertility Rate,Average Birth Weight,Standard Deviation for Average Birth Weight,Average LMP Gestational Age,Standard Deviation for Average LMP Gestational Age,Average OE Gestational Age,Standard Deviation for Average OE Gestational Age
2489,2012.0,2012.0,Louisiana,22.0,20-24 years,20-24,18832.0,176694,106.58,3115.61,590.49,38.28,2.83,38.13,2.3
2490,2012.0,2012.0,Louisiana,22.0,25-29 years,25-29,18655.0,167833,111.15,3192.34,605.54,38.3,2.65,38.14,2.22
2491,2012.0,2012.0,Louisiana,22.0,30-34 years,30-34,12846.0,157695,81.46,3221.28,627.73,38.23,2.66,38.08,2.25
2492,2012.0,2012.0,Louisiana,22.0,35-39 years,35-39,4763.0,137248,34.70,3222.1,652.92,38.01,2.71,37.97,2.26
2493,2012.0,2012.0,Louisiana,22.0,40-44 years,40-44,929.0,145331,6.39,3143.18,686.38,37.78,2.79,37.79,2.37
2494,2012.0,2012.0,Louisiana,22.0,45-49 years,45-49,46.0,Not Available,Not Available,2888.22,890.09,36.72,5.87,36.98,4.06
2495,2012.0,2012.0,Maine,23.0,15 - 17 years,15-17,172.0,23839,7.22,3296.65,660.89,38.8,3.25,38.66,2.74
2496,2012.0,2012.0,Maine,23.0,18 - 19 years,18-19,626.0,17335,36.11,3294.83,576.24,39.47,2.62,39.01,2.16
2497,2012.0,2012.0,Maine,23.0,20-24 years,20-24,2984.0,39179,76.16,3329.56,577.07,39.2,2.55,38.88,2.07
2498,2012.0,2012.0,Maine,23.0,25-29 years,25-29,3943.0,37340,105.60,3380.73,579.08,39.17,2.44,38.89,2.02
2499,2012.0,2012.0,Maine,23.0,30-34 years,30-34,3354.0,37307,89.90,3398.31,613.91,38.93,2.58,38.79,2.14
2500,2012.0,2012.0,Maine,23.0,35-39 years,35-39,1348.0,37355,36.09,3407.21,627.41,38.82,2.34,38.73,2.12
2501,2012.0,2012.0,Maine,23.0,40-44 years,40-44,339.0,44871,7.55,3345.77,571.81,38.62,2.36,38.57,2.23
2502,2012.0,2012.0,Maine,23.0,45-49 years,45-49,23.0,Not Available,Not Available,3340.52,619.23,37.91,2.81,38.27,1.79
2503,2012.0,2012.0,Maryland,24.0,Under 15 years,15-,63.0,Not Available,Not Available,2991.03,660.77,37.73,3.73,38.15,2.83
2504,2012.0,2012.0,Maryland,24.0,15 - 17 years,15-17,1194.0,113757,10.50,3093.3,594.74,38.54,3.06,38.46,2.45
2505,2012.0,2012.0,Maryland,24.0,18 - 19 years,18-19,3092.0,80007,38.65,3142.35,598.48,38.6,2.97,38.47,2.5
2506,2012.0,2012.0,Maryland,24.0,20-24 years,20-24,13639.0,197454,69.07,3192.7,596.69,38.66,2.8,38.49,2.34
2507,2012.0,2012.0,Maryland,24.0,25-29 years,25-29,20109.0,205418,97.89,3279.6,599.1,38.75,2.61,38.54,2.22
2508,2012.0,2012.0,Maryland,24.0,30-34 years,30-34,21198.0,200929,105.50,3306.92,601.06,38.68,2.46,38.54,2.15
2509,2012.0,2012.0,Maryland,24.0,35-39 years,35-39,10806.0,186881,57.82,3281.92,638.74,38.38,2.58,38.32,2.34
2510,2012.0,2012.0,Maryland,24.0,40-44 years,40-44,2592.0,214186,12.10,3200.74,681.46,37.97,2.82,38.01,2.52
2511,2012.0,2012.0,Maryland,24.0,45-49 years,45-49,172.0,Not Available,Not Available,2930.44,812.95,36.89,3.73,37.07,3.39
2512,2012.0,2012.0,Maryland,24.0,50 years and over,50+,18.0,Not Available,Not Available,2572.28,1014.51,35.94,3.55,36.0,3.5
2513,2012.0,2012.0,Massachusetts,25.0,Under 15 years,15-,34.0,Not Available,Not Available,3012.47,541.94,38.88,2.48,38.56,2.06
2514,2012.0,2012.0,Massachusetts,25.0,15 - 17 years,15-17,837.0,123362,6.78,3187.78,586.09,38.96,2.83,38.67,2.41
2515,2012.0,2012.0,Massachusetts,25.0,18 - 19 years,18-19,2383.0,105749,22.53,3197.78,578.11,38.89,2.71,38.75,2.23
2516,2012.0,2012.0,Massachusetts,25.0,20-24 years,20-24,10871.0,237088,45.85,3267.82,567.17,39.05,2.46,38.83,2.01
2517,2012.0,2012.0,Massachusetts,25.0,25-29 years,25-29,17948.0,234332,76.59,3324.22,579.19,38.99,2.43,38.8,2.08
2518,2012.0,2012.0,Massachusetts,25.0,30-34 years,30-34,24022.0,216089,111.17,3353.39,590.86,38.87,2.32,38.76,2.04
2519,2012.0,2012.0,Massachusetts,25.0,35-39 years,35-39,13104.0,202812,64.61,3341.65,610.12,38.62,2.43,38.59,2.19
2520,2012.0,2012.0,Massachusetts,25.0,40-44 years,40-44,2982.0,234096,12.74,3269.96,661.81,38.24,2.55,38.27,2.35
2521,2012.0,2012.0,Massachusetts,25.0,45-49 years,45-49,240.0,Not Available,Not Available,3133.22,617.85,38.02,2.5,37.94,2.18
2522,2012.0,2012.0,Massachusetts,25.0,50 years and over,50+,18.0,Not Available,Not Available,3007.28,586.15,37.94,2.32,37.5,1.92
2523,2012.0,2012.0,Michigan,26.0,Under 15 years,15-,107.0,Not Available,Not Available,3039.1,683.53,37.63,3.32,38.0,2.93
2524,2012.0,2012.0,Michigan,26.0,15 - 17 years,15-17,2386.0,200736,11.89,3154.42,586.62,38.56,3.16,38.57,2.48
2525,2012.0,2012.0,Michigan,26.0,18 - 19 years,18-19,6527.0,138296,47.20,3164.41,609.94,38.65,2.98,38.49,2.51
2526,2012.0,2012.0,Michigan,26.0,20-24 years,20-24,27690.0,352366,78.58,3226.15,592.6,38.78,2.72,38.56,2.26
2527,2012.0,2012.0,Michigan,26.0,25-29 years,25-29,33423.0,292345,114.33,3313.71,599.25,38.83,2.52,38.61,2.16
2528,2012.0,2012.0,Michigan,26.0,30-34 years,30-34,28511.0,296689,96.10,3333.33,621.02,38.67,2.57,38.51,2.23
2529,2012.0,2012.0,Michigan,26.0,35-39 years,35-39,11666.0,286205,40.76,3322.24,655.61,38.45,2.65,38.35,2.32
2530,2012.0,2012.0,Michigan,26.0,40-44 years,40-44,2606.0,330094,7.89,3245.26,682.09,38.16,2.9,38.1,2.56
2531,2012.0,2012.0,Michigan,26.0,45-49 years,45-49,159.0,Not Available,Not Available,3137.47,684.44,37.6,2.51,37.65,2.42
2532,2012.0,2012.0,Michigan,26.0,50 years and over,50+,16.0,Not Available,Not Available,2928.0,714.72,37.44,2.62,37.12,2.03
2533,2012.0,2012.0,Minnesota,27.0,Under 15 years,15-,43.0,Not Available,Not Available,3136.21,593.19,38.93,3.2,38.33,2.5
2534,2012.0,2012.0,Minnesota,27.0,15 - 17 years,15-17,880.0,104606,8.41,3203.59,596.82,38.82,2.92,38.75,2.42
2535,2012.0,2012.0,Minnesota,27.0,18 - 19 years,18-19,2415.0,73091,33.04,3226.99,575.05,38.9,2.88,38.69,2.32
2536,2012.0,2012.0,Minnesota,27.0,20-24 years,20-24,12218.0,174684,69.94,3300.69,566.93,38.98,2.53,38.77,2.06
2537,2012.0,2012.0,Minnesota,27.0,25-29 years,25-29,21858.0,182743,119.61,3368.14,573.83,38.98,2.4,38.79,2.03
2538,2012.0,2012.0,Minnesota,27.0,30-34 years,30-34,21207.0,181287,116.98,3392.92,597.06,38.84,2.4,38.72,2.07
2539,2012.0,2012.0,Minnesota,27.0,35-39 years,35-39,8213.0,157309,52.21,3371.75,622.48,38.64,2.47,38.59,2.17
2540,2012.0,2012.0,Minnesota,27.0,40-44 years,40-44,1798.0,172578,10.42,3327.88,641.58,38.36,2.54,38.42,2.27
2541,2012.0,2012.0,Minnesota,27.0,45-49 years,45-49,128.0,Not Available,Not Available,3249.52,721.22,38.04,3.64,38.2,3.06
2542,2012.0,2012.0,Minnesota,27.0,50 years and over,50+,12.0,Not Available,Not Available,3473.42,564.57,38.25,3.42,38.83,2.7
2543,2012.0,2012.0,Mississippi,28.0,Under 15 years,15-,91.0,Not Available,Not Available,2787.23,783.12,36.53,4.32,37.06,3.77
2544,2012.0,2012.0,Mississippi,28.0,15 - 17 years,15-17,1348.0,60921,22.13,3040.13,557.67,37.99,2.96,38.16,2.26
2545,2012.0,2012.0,Mississippi,28.0,18 - 19 years,18-19,3433.0,42872,80.08,3043.37,580.87,38.06,2.95,38.02,2.38
2546,2012.0,2012.0,Mississippi,28.0,20-24 years,20-24,12656.0,111422,113.59,3082.66,583.33,38.2,2.8,38.01,2.28
2547,2012.0,2012.0,Mississippi,28.0,25-29 years,25-29,10960.0,98104,111.72,3168.01,610.56,38.15,2.71,37.99,2.24
2548,2012.0,2012.0,Mississippi,28.0,30-34 years,30-34,7011.0,99080,70.76,3196.77,626.91,38.05,2.7,37.93,2.23
2549,2012.0,2012.0,Mississippi,28.0,35-39 years,35-39,2597.0,92507,28.07,3174.5,677.29,37.79,2.96,37.68,2.5
2550,2012.0,2012.0,Mississippi,28.0,40-44 years,40-44,547.0,97399,5.62,3149.21,687.25,37.75,2.91,37.66,2.34
2551,2012.0,2012.0,Mississippi,28.0,45-49 years,45-49,25.0,Not Available,Not Available,3432.64,572.46,38.44,1.98,38.32,1.09
2552,2012.0,2012.0,Missouri,29.0,Under 15 years,15-,69.0,Not Available,Not Available,3216.13,532.17,37.86,3.55,38.54,1.84
2553,2012.0,2012.0,Missouri,29.0,15 - 17 years,15-17,1613.0,116317,13.87,3186.99,579.49,38.57,2.98,38.52,2.32
2554,2012.0,2012.0,Missouri,29.0,18 - 19 years,18-19,4704.0,79928,58.85,3178.72,569.4,38.7,2.87,38.51,2.28
2555,2012.0,2012.0,Missouri,29.0,20-24 years,20-24,19890.0,212684,93.52,3221.84,577.71,38.69,2.65,38.46,2.16
2556,2012.0,2012.0,Missouri,29.0,25-29 years,25-29,23045.0,200475,114.95,3309.38,582.47,38.72,2.46,38.51,2.09
2557,2012.0,2012.0,Missouri,29.0,30-34 years,30-34,17909.0,195707,91.51,3337.05,598.78,38.6,2.42,38.44,2.07
2558,2012.0,2012.0,Missouri,29.0,35-39 years,35-39,6700.0,176592,37.94,3325.97,630.25,38.41,2.47,38.32,2.13
2559,2012.0,2012.0,Missouri,29.0,40-44 years,40-44,1440.0,190996,7.54,3278.81,628.83,38.27,2.5,38.2,2.18
2560,2012.0,2012.0,Missouri,29.0,45-49 years,45-49,72.0,Not Available,Not Available,3349.19,623.42,38.04,3.45,37.88,3.0
2561,2012.0,2012.0,Montana,30.0,15 - 17 years,15-17,229.0,18234,12.56,3224.68,578.98,38.7,2.9,38.51,2.52
2562,2012.0,2012.0,Montana,30.0,18 - 19 years,18-19,663.0,12769,51.92,3236.22,619.22,38.94,3.01,38.64,2.45
2563,2012.0,2012.0,Montana,30.0,20-24 years,20-24,3081.0,33973,90.69,3261.86,556.31,38.83,2.39,38.62,1.98
2564,2012.0,2012.0,Montana,30.0,25-29 years,25-29,3752.0,30956,121.20,3295.03,553.55,38.79,2.33,38.63,1.92
2565,2012.0,2012.0,Montana,30.0,30-34 years,30-34,2940.0,30376,96.79,3327.65,569.27,38.66,2.41,38.59,2.15
2566,2012.0,2012.0,Montana,30.0,35-39 years,35-39,1217.0,26939,45.18,3308.18,591.92,38.51,2.43,38.52,2.07
2567,2012.0,2012.0,Montana,30.0,40-44 years,40-44,220.0,28637,7.68,3237.91,537.08,38.34,2.21,38.47,1.69
2568,2012.0,2012.0,Nebraska,31.0,Under 15 years,15-,17.0,Not Available,Not Available,2994.76,865.94,38.59,5.36,37.71,4.9
2569,2012.0,2012.0,Nebraska,31.0,15 - 17 years,15-17,453.0,35911,12.61,3160.03,614.34,38.68,3.03,38.51,2.59
2570,2012.0,2012.0,Nebraska,31.0,18 - 19 years,18-19,1218.0,26507,45.95,3214.59,569.8,38.71,2.69,38.55,2.27
2571,2012.0,2012.0,Nebraska,31.0,20-24 years,20-24,5676.0,64179,88.44,3259.96,553.88,38.78,2.48,38.59,2.04
2572,2012.0,2012.0,Nebraska,31.0,25-29 years,25-29,8510.0,62218,136.78,3352.52,562.12,38.79,2.27,38.63,1.94
2573,2012.0,2012.0,Nebraska,31.0,30-34 years,30-34,6941.0,61115,113.57,3372.44,577.55,38.58,2.22,38.51,1.93
2574,2012.0,2012.0,Nebraska,31.0,35-39 years,35-39,2534.0,53630,47.25,3345.61,618.77,38.29,2.3,38.28,2.12
2575,2012.0,2012.0,Nebraska,31.0,40-44 years,40-44,562.0,55015,10.22,3300.14,666.15,38.07,2.76,38.11,2.53
2576,2012.0,2012.0,Nebraska,31.0,45-49 years,45-49,31.0,Not Available,Not Available,3067.55,671.56,37.39,2.21,37.84,1.94
2577,2012.0,2012.0,Nevada,32.0,Under 15 years,15-,35.0,Not Available,Not Available,3168.63,779.83,38.29,4.41,38.03,3.36
2578,2012.0,2012.0,Nevada,32.0,15 - 17 years,15-17,820.0,54542,15.03,3129.97,553.11,38.42,2.91,38.32,2.3
2579,2012.0,2012.0,Nevada,32.0,18 - 19 years,18-19,2043.0,31066,65.76,3140.43,569.33,38.48,2.8,38.36,2.3
2580,2012.0,2012.0,Nevada,32.0,20-24 years,20-24,8434.0,92547,91.13,3212.2,540.94,38.64,2.52,38.49,2.03
2581,2012.0,2012.0,Nevada,32.0,25-29 years,25-29,10040.0,95155,105.51,3277.17,546.39,38.69,2.43,38.48,1.91
2582,2012.0,2012.0,Nevada,32.0,30-34 years,30-34,8445.0,95679,88.26,3278.1,581.39,38.59,2.51,38.36,2.0
2583,2012.0,2012.0,Nevada,32.0,35-39 years,35-39,4054.0,90459,44.82,3262.49,616.52,38.28,2.61,38.18,2.14
2584,2012.0,2012.0,Nevada,32.0,40-44 years,40-44,981.0,94889,10.34,3189.82,649.7,38.0,2.64,37.94,2.26
2585,2012.0,2012.0,Nevada,32.0,45-49 years,45-49,54.0,Not Available,Not Available,3083.72,644.52,37.96,2.67,37.74,1.97
2586,2012.0,2012.0,New Hampshire,33.0,15 - 17 years,15-17,160.0,25670,6.23,3215.19,594.74,38.62,2.94,38.48,2.2
2587,2012.0,2012.0,New Hampshire,33.0,18 - 19 years,18-19,469.0,19854,23.62,3261.01,557.98,39.13,2.48,38.95,2.07
2588,2012.0,2012.0,New Hampshire,33.0,20-24 years,20-24,2323.0,41987,55.33,3298.46,588.81,39.05,2.45,38.85,2.22
2589,2012.0,2012.0,New Hampshire,33.0,25-29 years,25-29,3681.0,36643,100.46,3368.22,594.51,39.09,2.29,38.89,2.04
2590,2012.0,2012.0,New Hampshire,33.0,30-34 years,30-34,3683.0,37117,99.23,3378.24,585.26,38.91,2.23,38.78,2.02
2591,2012.0,2012.0,New Hampshire,33.0,35-39 years,35-39,1668.0,37462,44.53,3385.88,616.97,38.75,2.16,38.69,1.98
2592,2012.0,2012.0,New Hampshire,33.0,40-44 years,40-44,345.0,46994,7.34,3414.07,582.84,38.67,1.77,38.75,1.55
2593,2012.0,2012.0,New Hampshire,33.0,45-49 years,45-49,18.0,Not Available,Not Available,3521.83,492.04,38.78,1.72,38.61,1.67
2594,2012.0,2012.0,New Jersey,34.0,Under 15 years,15-,72.0,Not Available,Not Available,3133.76,364.6,38.74,3.09,39.03,1.49
2595,2012.0,2012.0,New Jersey,34.0,15 - 17 years,15-17,1343.0,175427,7.66,3122.02,554.48,38.54,3.1,38.51,2.4
2596,2012.0,2012.0,New Jersey,34.0,18 - 19 years,18-19,3429.0,110458,31.04,3151.24,583.87,38.77,2.93,38.6,2.39
2597,2012.0,2012.0,New Jersey,34.0,20-24 years,20-24,16827.0,267978,62.79,3225.57,568.42,38.87,2.6,38.66,2.13
2598,2012.0,2012.0,New Jersey,34.0,25-29 years,25-29,26832.0,276770,96.95,3276.35,569.81,38.88,2.45,38.65,2.04
2599,2012.0,2012.0,New Jersey,34.0,30-34 years,30-34,33144.0,287690,115.21,3287.3,592.94,38.72,2.4,38.52,2.09
2600,2012.0,2012.0,New Jersey,34.0,35-39 years,35-39,17899.0,284802,62.85,3277.9,623.63,38.48,2.55,38.34,2.23
2601,2012.0,2012.0,New Jersey,34.0,40-44 years,40-44,4362.0,323842,13.47,3232.68,675.3,38.23,2.75,38.08,2.48
2602,2012.0,2012.0,New Jersey,34.0,45-49 years,45-49,290.0,Not Available,Not Available,3030.36,739.04,37.65,3.2,37.36,2.85
2603,2012.0,2012.0,New Jersey,34.0,50 years and over,50+,32.0,Not Available,Not Available,2612.31,845.77,36.28,5.16,36.09,4.66
2604,2012.0,2012.0,New Mexico,35.0,Under 15 years,15-,51.0,Not Available,Not Available,2974.38,545.61,38.22,3.21,38.49,2.42
2605,2012.0,2012.0,New Mexico,35.0,15 - 17 years,15-17,999.0,41428,24.11,3127.01,511.32,38.64,2.6,38.57,2.17
2606,2012.0,2012.0,New Mexico,35.0,18 - 19 years,18-19,2276.0,27524,82.69,3134.12,534.66,38.78,2.59,38.56,2.17
2607,2012.0,2012.0,New Mexico,35.0,20-24 years,20-24,7883.0,72157,109.25,3170.45,525.89,38.83,2.41,38.6,1.98
2608,2012.0,2012.0,New Mexico,35.0,25-29 years,25-29,7531.0,69391,108.53,3213.12,568.03,38.75,2.41,38.54,2.08
2609,2012.0,2012.0,New Mexico,35.0,30-34 years,30-34,5368.0,65867,81.50,3235.94,583.12,38.65,2.45,38.48,2.14
2610,2012.0,2012.0,New Mexico,35.0,35-39 years,35-39,2373.0,60223,39.40,3201.17,593.5,38.45,2.41,38.38,2.07
2611,2012.0,2012.0,New Mexico,35.0,40-44 years,40-44,553.0,62610,8.83,3144.89,638.44,38.15,2.64,38.13,2.42
2612,2012.0,2012.0,New Mexico,35.0,45-49 years,45-49,30.0,Not Available,Not Available,3089.67,641.77,37.73,2.58,37.93,2.17
2613,2012.0,2012.0,New York,36.0,Under 15 years,15-,179.0,Not Available,Not Available,2992.3,707.42,37.68,3.91,37.8,3.62
2614,2012.0,2012.0,New York,36.0,15 - 17 years,15-17,3511.0,369426,9.50,3128.26,566.41,38.65,2.9,38.58,2.37
2615,2012.0,2012.0,New York,36.0,18 - 19 years,18-19,9081.0,271360,33.46,3169.62,567.64,38.86,2.72,38.69,2.24
2616,2012.0,2012.0,New York,36.0,20-24 years,20-24,45525.0,712666,63.88,3230.83,565.64,38.93,2.56,38.74,2.14
2617,2012.0,2012.0,New York,36.0,25-29 years,25-29,63656.0,716659,88.82,3280.81,573.32,38.89,2.4,38.7,2.05
2618,2012.0,2012.0,New York,36.0,30-34 years,30-34,69613.0,674177,103.26,3296.32,593.48,38.78,2.39,38.61,2.1
2619,2012.0,2012.0,New York,36.0,35-39 years,35-39,38360.0,615883,62.28,3282.56,619.6,38.56,2.44,38.46,2.19
2620,2012.0,2012.0,New York,36.0,40-44 years,40-44,10136.0,677549,14.96,3238.65,649.05,38.33,2.55,38.28,2.29
2621,2012.0,2012.0,New York,36.0,45-49 years,45-49,782.0,Not Available,Not Available,3064.17,707.57,37.88,2.9,37.77,2.57
2622,2012.0,2012.0,New York,36.0,50 years and over,50+,73.0,Not Available,Not Available,3032.49,758.11,37.6,2.83,37.34,2.47
2623,2012.0,2012.0,North Carolina,37.0,Under 15 years,15-,132.0,Not Available,Not Available,3028.79,522.44,38.21,3.78,38.36,2.34
2624,2012.0,2012.0,North Carolina,37.0,15 - 17 years,15-17,2830.0,183363,15.43,3147.88,570.08,38.59,3.22,38.59,2.39
2625,2012.0,2012.0,North Carolina,37.0,18 - 19 years,18-19,7247.0,133404,54.32,3145.95,587.74,38.82,3.08,38.54,2.45
2626,2012.0,2012.0,North Carolina,37.0,20-24 years,20-24,30941.0,338887,91.30,3206.68,599.18,38.82,2.9,38.52,2.34
2627,2012.0,2012.0,North Carolina,37.0,25-29 years,25-29,33606.0,317764,105.76,3288.66,607.02,38.85,2.69,38.57,2.23
2628,2012.0,2012.0,North Carolina,37.0,30-34 years,30-34,28940.0,322589,89.71,3318.96,611.96,38.77,2.58,38.53,2.15
2629,2012.0,2012.0,North Carolina,37.0,35-39 years,35-39,13158.0,319016,41.25,3299.65,653.72,38.48,2.74,38.33,2.35
2630,2012.0,2012.0,North Carolina,37.0,40-44 years,40-44,2833.0,348270,8.13,3237.81,700.26,38.15,2.87,38.03,2.47
2631,2012.0,2012.0,North Carolina,37.0,45-49 years,45-49,135.0,Not Available,Not Available,3033.14,719.1,37.39,3.39,37.33,2.95
2632,2012.0,2012.0,North Dakota,38.0,15 - 17 years,15-17,149.0,12265,12.15,3295.78,568.23,38.89,2.51,38.79,2.1
2633,2012.0,2012.0,North Dakota,38.0,18 - 19 years,18-19,454.0,10500,43.24,3271.42,643.65,38.65,3.06,38.46,2.77
2634,2012.0,2012.0,North Dakota,38.0,20-24 years,20-24,2451.0,29730,82.44,3316.46,564.7,38.79,2.45,38.6,2.03
2635,2012.0,2012.0,North Dakota,38.0,25-29 years,25-29,3528.0,24313,145.11,3397.76,537.13,38.89,2.18,38.71,1.79
2636,2012.0,2012.0,North Dakota,38.0,30-34 years,30-34,2583.0,21786,118.56,3374.36,589.63,38.61,2.33,38.49,2.02
2637,2012.0,2012.0,North Dakota,38.0,35-39 years,35-39,814.0,18069,45.05,3368.73,619.26,38.42,2.29,38.35,2.01
2638,2012.0,2012.0,North Dakota,38.0,40-44 years,40-44,111.0,18757,5.92,3111.32,816.46,37.44,3.39,37.42,3.36
2639,2012.0,2012.0,North Dakota,38.0,45-49 years,45-49,10.0,Not Available,Not Available,3053.3,595.13,37.4,3.83,37.2,2.27
2640,2012.0,2012.0,Ohio,39.0,Under 15 years,15-,134.0,Not Available,Not Available,3038.21,609.18,37.8,3.92,38.3,2.82
2641,2012.0,2012.0,Ohio,39.0,15 - 17 years,15-17,3006.0,227635,13.21,3146.4,590.21,38.44,3.18,38.42,2.51
2642,2012.0,2012.0,Ohio,39.0,18 - 19 years,18-19,8431.0,156137,54.00,3153.12,603.86,38.59,3.0,38.38,2.49
2643,2012.0,2012.0,Ohio,39.0,20-24 years,20-24,35547.0,390872,90.94,3202.64,593.97,38.64,2.74,38.42,2.29
2644,2012.0,2012.0,Ohio,39.0,25-29 years,25-29,41274.0,359957,114.66,3285.42,598.16,38.68,2.56,38.46,2.18
2645,2012.0,2012.0,Ohio,39.0,30-34 years,30-34,33709.0,358828,93.94,3319.85,619.32,38.57,2.53,38.42,2.22
2646,2012.0,2012.0,Ohio,39.0,35-39 years,35-39,13404.0,337932,39.66,3297.88,640.08,38.36,2.54,38.31,2.26
2647,2012.0,2012.0,Ohio,39.0,40-44 years,40-44,2813.0,380975,7.38,3252.11,674.09,38.1,2.69,38.08,2.33
2648,2012.0,2012.0,Ohio,39.0,45-49 years,45-49,155.0,Not Available,Not Available,3193.52,786.94,37.89,3.12,37.69,2.99
2649,2012.0,2012.0,Ohio,39.0,50 years and over,50+,10.0,Not Available,Not Available,3193.1,527.22,37.5,1.63,37.6,1.69
2650,2012.0,2012.0,Oklahoma,40.0,Under 15 years,15-,65.0,Not Available,Not Available,3144.68,733.31,37.88,3.34,38.15,2.61
2651,2012.0,2012.0,Oklahoma,40.0,15 - 17 years,15-17,1667.0,73233,22.76,3164.11,584.62,38.49,3.04,38.3,2.38
2652,2012.0,2012.0,Oklahoma,40.0,18 - 19 years,18-19,4177.0,50287,83.06,3194.01,574.85,38.64,2.84,38.37,2.29
2653,2012.0,2012.0,Oklahoma,40.0,20-24 years,20-24,15798.0,139228,113.47,3237.65,573.43,38.61,2.64,38.34,2.1
2654,2012.0,2012.0,Oklahoma,40.0,25-29 years,25-29,15928.0,130163,122.37,3290.57,578.36,38.54,2.49,38.33,2.01
2655,2012.0,2012.0,Oklahoma,40.0,30-34 years,30-34,10528.0,125481,83.90,3311.53,616.46,38.4,2.48,38.25,2.11
2656,2012.0,2012.0,Oklahoma,40.0,35-39 years,35-39,3766.0,113396,33.21,3296.02,631.74,38.21,2.66,38.09,2.27
2657,2012.0,2012.0,Oklahoma,40.0,40-44 years,40-44,783.0,116206,6.74,3230.71,695.3,37.75,2.94,37.79,2.54
2658,2012.0,2012.0,Oklahoma,40.0,45-49 years,45-49,37.0,Not Available,Not Available,3097.35,666.17,37.76,3.09,37.62,2.31
2659,2012.0,2012.0,Oregon,41.0,Under 15 years,15-,33.0,Not Available,Not Available,3220.58,477.97,38.73,3.34,38.79,1.65
2660,2012.0,2012.0,Oregon,41.0,15 - 17 years,15-17,798.0,71766,11.12,3284.68,556.71,39.03,2.43,38.94,1.92
2661,2012.0,2012.0,Oregon,41.0,18 - 19 years,18-19,2053.0,47896,42.86,3266.8,539.74,39.08,2.4,38.87,1.98
2662,2012.0,2012.0,Oregon,41.0,20-24 years,20-24,9699.0,131128,73.97,3318.83,560.05,39.05,2.43,38.83,1.97
2663,2012.0,2012.0,Oregon,41.0,25-29 years,25-29,12998.0,129455,100.41,3387.83,554.68,39.08,2.19,38.92,1.81
2664,2012.0,2012.0,Oregon,41.0,30-34 years,30-34,12156.0,134294,90.52,3401.92,588.51,38.93,2.34,38.85,2.06
2665,2012.0,2012.0,Oregon,41.0,35-39 years,35-39,5958.0,122834,48.50,3389.0,601.36,38.78,2.27,38.74,2.04
2666,2012.0,2012.0,Oregon,41.0,40-44 years,40-44,1288.0,126459,10.19,3311.52,633.65,38.4,2.45,38.5,2.19
2667,2012.0,2012.0,Oregon,41.0,45-49 years,45-49,78.0,Not Available,Not Available,3010.15,834.42,36.92,3.84,37.06,3.34
2668,2012.0,2012.0,Pennsylvania,42.0,Under 15 years,15-,126.0,Not Available,Not Available,3051.65,608.75,38.16,3.22,38.26,2.58
2669,2012.0,2012.0,Pennsylvania,42.0,15 - 17 years,15-17,2886.0,239284,12.06,3160.12,559.06,38.72,2.78,38.66,2.25
2670,2012.0,2012.0,Pennsylvania,42.0,18 - 19 years,18-19,7163.0,185350,38.65,3169.32,583.85,38.75,2.74,38.62,2.35
2671,2012.0,2012.0,Pennsylvania,42.0,20-24 years,20-24,31224.0,438929,71.14,3223.19,595.86,38.78,2.68,38.61,2.34
2672,2012.0,2012.0,Pennsylvania,42.0,25-29 years,25-29,41116.0,400168,102.75,3305.57,590.28,38.83,2.44,38.65,2.15
2673,2012.0,2012.0,Pennsylvania,42.0,30-34 years,30-34,39042.0,382973,101.94,3337.59,604.69,38.71,2.39,38.6,2.16
2674,2012.0,2012.0,Pennsylvania,42.0,35-39 years,35-39,16972.0,359699,47.18,3318.43,637.57,38.46,2.48,38.42,2.27
2675,2012.0,2012.0,Pennsylvania,42.0,40-44 years,40-44,3719.0,419227,8.87,3261.4,690.1,38.14,2.76,38.16,2.53
2676,2012.0,2012.0,Pennsylvania,42.0,45-49 years,45-49,248.0,Not Available,Not Available,3138.56,699.98,37.96,2.99,37.83,2.65
2677,2012.0,2012.0,Pennsylvania,42.0,50 years and over,50+,18.0,Not Available,Not Available,3167.61,653.32,38.0,2.77,37.67,2.36
2678,2012.0,2012.0,Rhode Island,44.0,15 - 17 years,15-17,210.0,19339,10.86,3171.92,591.76,38.93,3.04,38.68,2.59
2679,2012.0,2012.0,Rhode Island,44.0,18 - 19 years,18-19,550.0,18877,29.14,3220.53,521.54,39.1,2.48,38.8,1.82
2680,2012.0,2012.0,Rhode Island,44.0,20-24 years,20-24,2316.0,41521,55.78,3244.57,592.8,38.88,2.77,38.58,2.31
2681,2012.0,2012.0,Rhode Island,44.0,25-29 years,25-29,2888.0,33179,87.04,3314.73,597.97,38.93,2.57,38.61,2.24
2682,2012.0,2012.0,Rhode Island,44.0,30-34 years,30-34,3129.0,32249,97.03,3328.83,617.83,38.78,2.54,38.56,2.26
2683,2012.0,2012.0,Rhode Island,44.0,35-39 years,35-39,1466.0,30209,48.53,3311.67,650.97,38.58,2.53,38.45,2.31
2684,2012.0,2012.0,Rhode Island,44.0,40-44 years,40-44,343.0,35806,9.58,3217.64,706.21,38.03,2.89,38.01,2.7
